block,code,msg_type,sender,pool_id,denom_in,amount_in,denom_out,amount_out
4709459,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo10qqmqnknlz4ejgqztfz7302scnsv2ese57atqr,1,uosmo,626450,gamm/pool/1,2941997007854111587
4709459,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1c9udyzj2uq7nxugfxs4yfajv5ds3zu8vytl8me,722,uosmo,10000000,gamm/pool/722,26009656064897309895
4709461,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo190lsp5055vhfhvztyz0jtwcgfjuc7p9rew0t20,463,uosmo,422050,gamm/pool/463,19435355803871555
4709461,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,669,ibc/6BDB4C8CCD45033F9604E4B93ED395008A753E01EECD6992E7D1EA23D9D3B788,101280,gamm/pool/669,51696193300234654
4709464,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pxaldmfl60zjlp9naw7g64y3te79gf6n3msw4e,1,uosmo,8833877,gamm/pool/1,41486578584269030266
4709465,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1c9udyzj2uq7nxugfxs4yfajv5ds3zu8vytl8me,712,uosmo,25968820,gamm/pool/712,1774524766767256031
4709471,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kr6ufrdxu5nfkwjkequ7luaxzp8l68d0g48c52,678,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,438137,gamm/pool/678,42695568314767946
4709471,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo18hhw82dsrv4xy0r9xh3ld2z4hkn3lnakvlrh89,497,uosmo,11500000,gamm/pool/497,1896126209253071571
4709472,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,701,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,4169321,gamm/pool/701,13344876354672619
4709476,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1vw58hxt4hpnlgkv06m7vh6xpleljwwjxyysw24,712,uosmo,421620,gamm/pool/712,28827400155525933
4709477,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1q7wj6qnn4ttfulz58veye2zqxv9shxtqp3mdq5,712,uosmo,400000,gamm/pool/712,27341790032361506
4709479,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yfq6mu8v83etv6kh2e7mmvnd3qt4rhfc8afufr,704,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,18900031711607,gamm/pool/704,1236955472829672
4709490,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1f0v9xudkfd8mwk6y35d0aag3q8txjwxgx98nau,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1793,gamm/pool/601,12103344666459
4709491,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1x58t4f8vd4qz639gu2948ralpph2vk30tfwcd3,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,132363067,gamm/pool/605,11973867792298124014
4709497,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1f0v9xudkfd8mwk6y35d0aag3q8txjwxgx98nau,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,502616,gamm/pool/604,1224286848469
4709499,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,604,uosmo,19000000,gamm/pool/604,1643228630525220
4709500,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jdaag0k24pakkt9z0mus0tz2fy9nr0d5pa5h2v,722,uosmo,250647,gamm/pool/722,652084802864434814
4709500,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1255kd9glzk68ltavvya72m9fz03wte5pmklwa8,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2,gamm/pool/601,13500648554
4709505,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1khh6f3cvqfgyp4y2zul57fjgq75jlfwmhtsd47,704,uosmo,925948648,gamm/pool/704,37861729406958296431
4709505,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1f0v9xudkfd8mwk6y35d0aag3q8txjwxgx98nau,722,uosmo,62023,gamm/pool/722,161307118857982103
4709506,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1255kd9glzk68ltavvya72m9fz03wte5pmklwa8,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,11643,gamm/pool/625,45857524063822601
4709506,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,15,uosmo,28000000,gamm/pool/15,2350170179790164723273
4709510,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1l8gzexj6hntmt5zdkkmc9ylkaa7wzck0pqwma6,712,uosmo,156818,gamm/pool/712,10717992794446073
4709513,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1eyskfudz98a3nazsry37jcp75fd6xzkwwccw6g,9,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,7272400,gamm/pool/9,4251225028584874310
4709513,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1sgn972ld90az98cekp5mkpsn7al6lrumd8nc0a,629,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,205000000000000000000,gamm/pool/629,1192942783795602
4709513,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1255kd9glzk68ltavvya72m9fz03wte5pmklwa8,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,24,gamm/pool/641,20044792640737
4709517,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,704,uosmo,32000000,gamm/pool/704,1308637227922389790
4709519,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1d9gcz45eraumexs7gf98hx2uhy8ell7l8x8s43,463,uosmo,12361525,gamm/pool/463,569241159263589020
4709520,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1j94735wfgws9g0ha5wxk5g7jzcy76utdj28jlm,629,uosmo,9745395,gamm/pool/629,7101151356667938
4709524,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1crykcdaxm3u4flnjxq0kmyye7uqy9tcesac6u2,712,uosmo,400000,gamm/pool/712,27338327236349643
4709527,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xksfw6mjzanaa6tdwpshkpn97mv7g3mn4e2cqe,712,uosmo,189392300,gamm/pool/712,12944030666158378812
4709527,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1n7u9mt5rqg7wgxked86uy662hsal6hs0lj6djl,9,uosmo,467108,gamm/pool/9,174780681971341779659
4709535,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1a6hunw338vfs7ltys7jnlm2auaj320a8yfhjpd,712,uosmo,239655,gamm/pool/712,16379059594084195
4709536,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,601,uosmo,24000000,gamm/pool/601,560213385044284748
4709537,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1dwyfy6euaxeeel2u3d7wkvf8qlnszakaa9u6v6,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,7584506714114538278,gamm/pool/674,1185408536202582105
4709539,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo120xqv3wkw4rm2uval580alc3rqmhw2j8q0nedu,712,uosmo,30800000,gamm/pool/712,2105002989739742682
4709542,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1pmtf450wd99y9zt7uj34dsd0yvyj08e444zum7,678,uosmo,1492258,gamm/pool/678,168524109652485436
4709545,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1nehfrlpcumymt0wqyrszl545973qjyjh866lk6,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,232645,gamm/pool/604,566876936535
4709546,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jcgzjaahm0tftkhs2zljklungspjv6kak2ml7k,678,uosmo,2213978,gamm/pool/678,250013211426586501
4709546,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jfa3vw3r50vyww2qwklxqn6qu06d3uf7vc63qm,704,uosmo,100000000,gamm/pool/704,4092690235868664180
4709547,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1nehfrlpcumymt0wqyrszl545973qjyjh866lk6,604,uosmo,94411,gamm/pool/604,8162430285569
4709554,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1schvcz7yeuzrywlkdqt3gfufjt7qljp03trqpd,674,uosmo,2814883,gamm/pool/674,510560819119635048
4709560,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,106920,gamm/pool/3,1638076782730635109
4709561,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1tsdz7fqmydxqs2s36t9rkx6xt9d03gskdvjst7,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,68023,gamm/pool/604,165748976927
4709564,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jvjluj6sygq4txm7jas3255aswtdvt703gyaz3,1,uosmo,4870629,gamm/pool/1,22908606353521760943
4709567,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,180740,gamm/pool/601,1220128417821473
4709578,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hdh29khpy2rcz8cevz52asaxjzmyl4jsn5s860,463,uosmo,12374394,gamm/pool/463,569822699360346844
4709579,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,602,ibc/7A08C6F11EF0F59EB841B9F788A87EC9F2361C7D9703157EC13D940DC53031FA,664110469,gamm/pool/602,742006238960723
4709585,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gw0ha8se4ndw4wkmam3lu3ucpj2puyzgj832nt,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,28264,gamm/pool/601,190801916065667
4709585,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,2700746629,gamm/pool/605,244313821531388914096
4709586,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qnqwxazzha6lsx2rs2gewu2337uha5lz5uf2yt,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,3557076188,gamm/pool/662,14082181408773750
4709592,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1gw0ha8se4ndw4wkmam3lu3ucpj2puyzgj832nt,601,uosmo,17959,gamm/pool/601,419200892609330
4709592,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15n8verywaqxws0763yr0zdqtefs8qexdqmw4aq,678,uosmo,4236736,gamm/pool/678,478036541030256738
4709595,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,621,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,127077166,gamm/pool/621,10513351252455533
4709597,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo18jp339rv9m0fzfwl7req8qhjhm6qtre2at6znv,1,uosmo,9161307,gamm/pool/1,43101168534666500954
4709600,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14hwp3nuulj480pkc00rqy24mpanwaklaelgxzv,704,uosmo,8300000,gamm/pool/704,339691469075709577
4709602,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,625,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,12210492,gamm/pool/625,48081850379749928219
4709607,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qnqwxazzha6lsx2rs2gewu2337uha5lz5uf2yt,651,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3,1099629601,gamm/pool/651,670043181913141
4709609,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1vseku88p6gre5y3l8xh759epjkf3xy07667uw9,712,uosmo,3123076,gamm/pool/712,213476811797182033
4709614,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,674,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,24188538495915003621,gamm/pool/674,3785127015933937484
4709616,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1vd09qjffsh09npmpqjzzwvwmgqwx825hpzl0mx,690,uosmo,4000000,gamm/pool/690,15147105464878020696
4709617,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19rfqwv3equna5eyypmhrw7yvc0qz0y9meu4e7a,573,uosmo,2000000,gamm/pool/573,32956430802241388
4709617,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,641,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,3742670,gamm/pool/641,3123792102621495998
4709622,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1r69unxe63naxxczsd3yus7rf0j4fasnztea2yw,1,uosmo,313707,gamm/pool/1,1475917312526181892
4709623,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,641,uosmo,8686000,gamm/pool/641,276318650231747001169
4709628,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1yleveese0l94dzwkq2wxanzkeswg368zj25j3h,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,12255337560,gamm/pool/662,48517458323634413
4709630,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qaag7emlflgyxddkf3zqhgtzyyq0d37rsvyjcz,674,uosmo,20932185,gamm/pool/674,3793846785093117717
4709632,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,719,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,15560148,gamm/pool/719,246489846888222262739
4709636,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,712,uosmo,560,gamm/pool/712,38278426322506
4709636,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1vzl67kq95aj4ltr0cht64zstyex9lxlwp69kcj,463,uosmo,12393891,gamm/pool/463,570696953404217658
4709640,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12eecpmy948degr2n5un35p0hf8sy53a4yjmllm,481,uosmo,817124,gamm/pool/481,2478587105687153
4709640,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu,722,uosmo,9500000,gamm/pool/722,24675824575268632428
4709646,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rg7xdsvszrh4nqpd7vs9hs2x9cs2xgq89rmerv,1,uosmo,347000,gamm/pool/1,1632518265669258274
4709650,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1crykcdaxm3u4flnjxq0kmyye7uqy9tcesac6u2,601,uosmo,30000,gamm/pool/601,700263086679447
4709652,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rwyll8csqa90lkdat628wguf6upe0njfawhpez,600,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,9376888,gamm/pool/600,109935292940017
4709655,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1amlrs57zsfe8gngvp22jah5w6uhxx4urtrga3j,678,uosmo,500000,gamm/pool/678,56388643685026835
4709658,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1xtd34td9tjjz48rrgqa6465e77yam9dz4n74l8,2,uosmo,291993,gamm/pool/2,120921182597014147034
4709658,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1w7u4dxup8krgudm5mx35eehr88m5czm6kh6vts,1,uosmo,380000,gamm/pool/1,1787874109743208510
4709659,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fac2uc5eeptn486nnu72ue2seaygmk9j97fkrk,662,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,328407884,gamm/pool/662,1300125612572780
4709662,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1m3slsryg29uwc7gy7rsu45sz2477svzcjp9lf0,5,uosmo,25823,gamm/pool/5,345686085571539249973
4709667,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo146smf4w9ja0hety0gwph2qrj3rzpnmq4el985a,722,uosmo,248000000,gamm/pool/722,644720182476381264955
4709669,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12f8l3ll04rt643aw4ddnned67h5yga5tcmdx06,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,79,gamm/pool/690,25517783279070
4709670,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hpqy79720cqgyvlr2yzwrjhuh68vh2azvtlw5p,9,uosmo,6000000,gamm/pool/9,2246560083616303511986
4709670,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1vlr2yw4uqqgexsa23384k7utckyj40uzpn94wl,1,uosmo,1102874,gamm/pool/1,5188945020418734274
4709670,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fac2uc5eeptn486nnu72ue2seaygmk9j97fkrk,712,uosmo,2415732,gamm/pool/712,165125513356348310
4709670,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rwyll8csqa90lkdat628wguf6upe0njfawhpez,722,uosmo,13243857,gamm/pool/722,34429331228508729091
4709674,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lz6h20wqgzv64qd5dkm5c8gmv777dz5tuecp62,601,uosmo,200000,gamm/pool/601,4673388669484938
4709675,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1722nsax8drv4sgraqyn3lhat2uqa8s49wcz88n,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,12016601,gamm/pool/3,184086857286011869221
4709677,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1nnlnlt635s0kqc5rqg0kkqu6j89mn8utlz4ey8,678,uosmo,2852983,gamm/pool/678,321754664342964797
4709680,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1lj0kqw35c90rft599g6k0wvenzcaf5gf9cselh,712,uosmo,254094,gamm/pool/712,17368398372585890
4709680,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo12f8l3ll04rt643aw4ddnned67h5yga5tcmdx06,690,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,79988469,gamm/pool/690,25836830323128982434
4709681,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo136xluxzqh24mtx4g7qavzpdw8yzwdqtf3dn4j4,712,uosmo,15540188,gamm/pool/712,1062236539320575579
4709687,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15wj4ly3vdc69928np0dgv0gtx8gu6e8ne8asuc,704,uosmo,270000,gamm/pool/704,11052225987279040
4709687,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1x6tw4glku3akevllsayxu4r4qeu9utcpun8xuc,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,975000000000000000,gamm/pool/722,4447806459031796936
4709690,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ersjtpdrxt0t6ckrrsu9gwmlgfx98zq7z0wyd9,712,uosmo,281000000,gamm/pool/712,19207190473562561808
4709694,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1sdsu4f74dtgtc2cy6gpcw9eafafkvqx49mcuwe,463,uosmo,12399071,gamm/pool/463,570924359084085190
4709698,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1ph5kd9efl6sjw6js88zff8t08fceglzsfdlzg8,584,uosmo,71435,gamm/pool/584,3660013557848744
4709698,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kc56g3urzzxhvjff6dc0ps3jzd3td48fnwlm9q,621,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,5573189,gamm/pool/621,461080923077364
4709702,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1kc56g3urzzxhvjff6dc0ps3jzd3td48fnwlm9q,621,uosmo,1737,gamm/pool/621,414378370122345
4709712,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1739ydr4kfy7gleq7y44dujp4cjf5znmfcajst0,678,uosmo,608371,gamm/pool/678,68614555549565374
4709719,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1rx97wc2ruputedg6a0qq8063e8u06lqky8n4k8,704,uosmo,32488,gamm/pool/704,1329861750911233
4709725,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1wl5lntmpk3zqf2dar2sg0z7hh6g5hqw4avpw60,678,uosmo,1782928,gamm/pool/678,201088728393409504
4709730,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1qnfppzd4hjvyge0h740ftwvugjkakwaf4062hn,1,uosmo,5400000,gamm/pool/1,25404266421250921591
4709730,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo15u3w5mn36qa6apaav9y8j7qnmz86a9xszu2wu9,648,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,3141462535860318806,gamm/pool/648,501097479470229969348
4709732,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hq36tl6sfwlwehxs2k5zn8ryxmvm4a479ex7qg,601,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,59883,gamm/pool/601,403825518801913
4709732,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1vxk2869ggxnr364l5lhm2dfdazqfzx0zxn37ld,1,uosmo,204468,gamm/pool/1,961917316839673019
4709735,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo16ac5k3uec57de7hw5nesamkn5x35d8cnhmjepe,712,uosmo,944688,gamm/pool/712,64570910129323713
4709740,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1dxh7d7fuvjy43e0557mx6wwe4luyc0s2z0jfec,3,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,2735,gamm/pool/3,41897508094324665
4709741,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1fac2uc5eeptn486nnu72ue2seaygmk9j97fkrk,1,uosmo,671051,gamm/pool/1,3157079624342705161
4709743,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hq36tl6sfwlwehxs2k5zn8ryxmvm4a479ex7qg,605,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,154086174,gamm/pool/605,13939297401149196014
4709743,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo18hkpeqj7jlrz7f65ypmwc36tsequ5285ynek3m,604,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,68380393,gamm/pool/604,166615575473303
4709747,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1jlhvjgat0f3g8s44x8ggakar5jcfv9tlxt9uyu,722,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,1560000000000000000,gamm/pool/722,7114526306846293546
4709747,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo13gfc7vp64lr8kcsyjpafskscuzeat49rtyc2mr,643,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,360000,gamm/pool/643,511562430791831
4709747,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo14uk9dwujeplqxf9ee7tjk3atca9pkp3e0g5cpf,1,uosmo,30000000,gamm/pool/1,141140904370496904751
4709747,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo19par6lfpudg2uv8qg2eh82vkyl6drqk9975v3d,1,uosmo,457040,gamm/pool/1,2150234237187097425
4709750,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1wd486z6rw7dj9c4sc99wnpg0zhyua9y6pdr6tw,1,uosmo,1079798,gamm/pool/1,5080121230575113546
4709750,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1mfk3gkd6y5hg92382vj8mfnff5cuypyhd9c0s6,678,uosmo,1800000,gamm/pool/678,202979371091238005
4709750,0,/osmosis.gamm.v1beta1.MsgJoinSwapExternAmountIn,osmo1hq36tl6sfwlwehxs2k5zn8ryxmvm4a479ex7qg,621,ibc/307E5C96C8F60D1CBEE269A9A86C0834E1DB06F2B3788AE4F716EDB97A48B97D,5669816,gamm/pool/621,469079178707948
